Date,Population,Region
2020-10-23,212,north central
2020-10-23,102,north east
2020-10-23,563,saskatoon
2020-10-23,196,central west
2020-10-23,156,central east
2020-10-23,293,regina
2020-10-23,228,south west
2020-10-23,211,south central
2020-10-23,41,south east
2020-10-23,2591,total
2020-10-24,378,far north west
2020-10-24,0,far north central
2020-10-24,51,far north east
2020-10-24,164,north west
2020-10-24,223,north central
2020-10-24,105,north east
2020-10-24,596,saskatoon
2020-10-24,196,central west
2020-10-24,159,central east
2020-10-24,314,regina
2020-10-24,228,south west
2020-10-24,211,south central
2020-10-24,42,south east
2020-10-24,2669,total
2020-10-25,379,far north west
2020-10-25,0,far north central
2020-10-25,51,far north east
2020-10-25,165,north west
2020-10-25,228,north central
2020-10-25,110,north east
2020-10-25,623,saskatoon
2020-10-25,196,central west
2020-10-25,161,central east
2020-10-25,328,regina
2020-10-25,228,south west
2020-10-25,211,south central
2020-10-25,47,south east
2020-10-25,2729,total
2020-10-26,381,far north west
2020-10-26,0,far north central
2020-10-26,53,far north east
2020-10-26,167,north west
2020-10-26,243,north central
2020-10-26,111,north east
2020-10-26,636,saskatoon
2020-10-26,196,central west
2020-10-26,170,central east
2020-10-26,337,regina
2020-10-26,228,south west
2020-10-26,211,south central
2020-10-26,48,south east
2020-10-26,2783,total
2020-10-27,382,far north west
2020-10-27,0,far north central
2020-10-27,54,far north east
2020-10-27,175,north west
2020-10-27,249,north central
2020-10-27,113,north east
2020-10-27,665,saskatoon
2020-10-27,196,central west
2020-10-27,173,central east
2020-10-27,342,regina
2020-10-27,228,south west
2020-10-27,211,south central
2020-10-27,50,south east
2020-10-27,2841,total
2020-10-28,382,far north west
2020-10-28,0,far north central
2020-10-28,54,far north east
2020-10-28,182,north west
2020-10-28,257,north central
2020-10-28,124,north east
2020-10-28,690,saskatoon
2020-10-28,196,central west
2020-10-28,173,central east
2020-10-28,357,regina
2020-10-28,228,south west
2020-10-28,211,south central
2020-10-28,52,south east
2020-10-28,2908,total
2020-10-29,382,far north west
2020-10-29,0,far north central
2020-10-29,54,far north east
2020-10-29,188,north west
2020-10-29,268,north central
2020-10-29,127,north east
2020-10-29,727,saskatoon
2020-10-29,196,central west
2020-10-29,180,central east
2020-10-29,370,regina
2020-10-29,229,south west
2020-10-29,213,south central
2020-10-29,54,south east
2020-10-29,2990,total
2020-10-30,384,far north west
2020-10-30,0,far north central
2020-10-30,54,far north east
2020-10-30,190,north west
2020-10-30,287,north central
2020-10-30,131,north east
2020-10-30,761,saskatoon
2020-10-30,196,central west
2020-10-30,184,central east
2020-10-30,377,regina
2020-10-30,229,south west
2020-10-30,215,south central
2020-10-30,56,south east
2020-10-30,3066,total
2020-10-31,386,far north west
2020-10-31,0,far north central
2020-10-31,54,far north east
2020-10-31,193,north west
2020-10-31,294,north central
2020-10-31,137,north east
2020-10-31,802,saskatoon
2020-10-31,196,central west
2020-10-31,185,central east
2020-10-31,395,regina
2020-10-31,229,south west
2020-10-31,215,south central
2020-10-31,56,south east
2020-10-31,3144,total
2020-11-01,391,far north west
2020-11-01,0,far north central
2020-11-01,54,far north east
2020-11-01,198,north west
2020-11-01,306,north central
2020-11-01,138,north east
2020-11-01,827,saskatoon
2020-11-01,196,central west
2020-11-01,187,central east
2020-11-01,414,regina
2020-11-01,230,south west
2020-11-01,215,south central
2020-11-01,59,south east
2020-11-01,3218,total
2020-11-02,392,far north west
2020-11-02,0,far north central
2020-11-02,54,far north east
2020-11-02,204,north west
2020-11-02,328,north central
2020-11-02,139,north east
2020-11-02,845,saskatoon
2020-11-02,197,central west
2020-11-02,188,central east
2020-11-02,428,regina
2020-11-02,230,south west
2020-11-02,215,south central
2020-11-02,59,south east
2020-11-02,3292,total
2020-11-03,393,far north west
2020-11-03,0,far north central
2020-11-03,55,far north east
2020-11-03,221,north west
2020-11-03,348,north central
2020-11-03,143,north east
2020-11-03,874,saskatoon
2020-11-03,197,central west
2020-11-03,194,central east
2020-11-03,439,regina
2020-11-03,230,south west
2020-11-03,215,south central
2020-11-03,59,south east
2020-11-03,3373,total
2020-11-04,394,far north west
2020-11-04,0,far north central
2020-11-04,55,far north east
2020-11-04,222,north west
2020-11-04,350,north central
2020-11-04,143,north east
2020-11-04,887,saskatoon
2020-11-04,197,central west
2020-11-04,200,central east
2020-11-04,453,regina
2020-11-04,230,south west
2020-11-04,215,south central
2020-11-04,59,south east
2020-11-04,3408,total
2020-11-05,400,far north west
2020-11-05,0,far north central
2020-11-05,56,far north east
2020-11-05,232,north west
2020-11-05,380,north central
2020-11-05,143,north east
2020-11-05,942,saskatoon
2020-11-05,198,central west
2020-11-05,204,central east
2020-11-05,466,regina
2020-11-05,231,south west
2020-11-05,217,south central
2020-11-05,60,south east
2020-11-05,3536,total
2020-11-06,408,far north west
2020-11-06,0,far north central
2020-11-06,57,far north east
2020-11-06,240,north west
2020-11-06,388,north central
2020-11-06,143,north east
2020-11-06,967,saskatoon
2020-11-06,198,central west
2020-11-06,215,central east
2020-11-06,486,regina
2020-11-06,232,south west
2020-11-06,219,south central
2020-11-06,65,south east
2020-11-06,3623,total
2020-11-07,412,far north west
2020-11-07,1,far north central
2020-11-07,59,far north east
2020-11-07,249,north west
2020-11-07,398,north central
2020-11-07,148,north east
2020-11-07,1005,saskatoon
2020-11-07,198,central west
2020-11-07,217,central east
2020-11-07,525,regina
2020-11-07,233,south west
2020-11-07,222,south central
2020-11-07,66,south east
2020-11-07,3738,total
2020-11-08,419,far north west
2020-11-08,4,far north central
2020-11-08,61,far north east
2020-11-08,263,north west
2020-11-08,416,north central
2020-11-08,164,north east
2020-11-08,1053,saskatoon
2020-11-08,199,central west
2020-11-08,228,central east
2020-11-08,548,regina
2020-11-08,238,south west
2020-11-08,225,south central
2020-11-08,71,south east
2020-11-08,3897,total
2020-11-09,434,far north west
2020-11-09,5,far north central
2020-11-09,65,far north east
2020-11-09,283,north west
2020-11-09,431,north central
2020-11-09,170,north east
2020-11-09,1129,saskatoon
2020-11-09,201,central west
2020-11-09,236,central east
2020-11-09,573,regina
2020-11-09,243,south west
2020-11-09,226,south central
2020-11-09,78,south east
2020-11-09,4087,total
2020-11-10,440,far north west
2020-11-10,9,far north central
2020-11-10,71,far north east
2020-11-10,294,north west
2020-11-10,436,north central
2020-11-10,172,north east
2020-11-10,1179,saskatoon
2020-11-10,203,central west
2020-11-10,242,central east
2020-11-10,604,regina
2020-11-10,243,south west
2020-11-10,232,south central
2020-11-10,78,south east
2020-11-10,4214,total
2020-11-11,447,far north west
2020-11-11,9,far north central
2020-11-11,79,far north east
2020-11-11,295,north west
2020-11-11,438,north central
2020-11-11,172,north east
2020-11-11,1208,saskatoon
2020-11-11,203,central west
2020-11-11,245,central east
2020-11-11,641,regina
2020-11-11,243,south west
2020-11-11,243,south central
2020-11-11,91,south east
2020-11-11,4326,total
2020-11-12,452,far north west
2020-11-12,17,far north central
2020-11-12,85,far north east
2020-11-12,302,north west
2020-11-12,446,north central
2020-11-12,172,north east
2020-11-12,1232,saskatoon
2020-11-12,203,central west
2020-11-12,252,central east
2020-11-12,667,regina
2020-11-12,247,south west
2020-11-12,248,south central
2020-11-12,98,south east
2020-11-12,4437,total
2020-11-13,453,far north west
2020-11-13,23,far north central
2020-11-13,88,far north east
2020-11-13,309,north west
2020-11-13,456,north central
2020-11-13,183,north east
2020-11-13,1237,saskatoon
2020-11-13,203,central west
2020-11-13,256,central east
2020-11-13,683,regina
2020-11-13,253,south west
2020-11-13,256,south central
2020-11-13,102,south east
2020-11-13,4513,total
2020-11-14,479,far north west
2020-11-14,31,far north central
2020-11-14,104,far north east
2020-11-14,332,north west
2020-11-14,486,north central
2020-11-14,213,north east
2020-11-14,1360,saskatoon
2020-11-14,210,central west
2020-11-14,263,central east
2020-11-14,703,regina
2020-11-14,255,south west
2020-11-14,259,south central
2020-11-14,105,south east
2020-11-14,4820,total
2020-11-15,488,far north west
2020-11-15,31,far north central
2020-11-15,111,far north east
2020-11-15,351,north west
2020-11-15,498,north central
2020-11-15,219,north east
2020-11-15,1424,saskatoon
2020-11-15,212,central west
2020-11-15,264,central east
2020-11-15,731,regina
2020-11-15,256,south west
2020-11-15,269,south central
2020-11-15,123,south east
2020-11-15,5001,total
2020-11-16,499,far north west
2020-11-16,36,far north central
2020-11-16,127,far north east
2020-11-16,364,north west
2020-11-16,519,north central
2020-11-16,231,north east
2020-11-16,1465,saskatoon
2020-11-16,212,central west
2020-11-16,269,central east
2020-11-16,763,regina
2020-11-16,273,south west
2020-11-16,271,south central
2020-11-16,128,south east
2020-11-16,5182,total
2020-11-17,504,far north west
2020-11-17,41,far north central
2020-11-17,133,far north east
2020-11-17,380,north west
2020-11-17,534,north central
2020-11-17,233,north east
2020-11-17,1562,saskatoon
2020-11-17,223,central west
2020-11-17,272,central east
2020-11-17,790,regina
2020-11-17,277,south west
2020-11-17,295,south central
2020-11-17,144,south east
2020-11-17,5422,total
2020-11-18,505,far north west
2020-11-18,49,far north central
2020-11-18,139,far north east
2020-11-18,386,north west
2020-11-18,544,north central
2020-11-18,237,north east
2020-11-18,1618,saskatoon
2020-11-18,224,central west
2020-11-18,272,central east
2020-11-18,808,regina
2020-11-18,279,south west
2020-11-18,299,south central
2020-11-18,152,south east
2020-11-18,5553,total
2020-11-19,509,far north west
2020-11-19,50,far north central
2020-11-19,142,far north east
2020-11-19,402,north west
2020-11-19,564,north central
2020-11-19,242,north east
2020-11-19,1628,saskatoon
2020-11-19,226,central west
2020-11-19,277,central east
2020-11-19,836,regina
2020-11-19,279,south west
2020-11-19,313,south central
2020-11-19,157,south east
2020-11-19,5651,total
2020-11-20,512,far north west
2020-11-20,66,far north central
2020-11-20,146,far north east
2020-11-20,413,north west
2020-11-20,580,north central
2020-11-20,243,north east
2020-11-20,1670,saskatoon
2020-11-20,228,central west
2020-11-20,281,central east
2020-11-20,850,regina
2020-11-20,293,south west
2020-11-20,317,south central
2020-11-20,177,south east
2020-11-20,5804,total
2020-11-21,522,far north west
2020-11-21,66,far north central
2020-11-21,159,far north east
2020-11-21,469,north west
2020-11-21,623,north central
2020-11-21,254,north east
2020-11-21,1841,saskatoon
2020-11-21,236,central west
2020-11-21,294,central east
2020-11-21,906,regina
2020-11-21,307,south west
2020-11-21,335,south central
2020-11-21,196,south east
2020-11-21,6237,total
2020-11-22,531,far north west
2020-11-22,67,far north central
2020-11-22,161,far north east
2020-11-22,486,north west
2020-11-22,648,north central
2020-11-22,263,north east
2020-11-22,1923,saskatoon
2020-11-22,245,central west
2020-11-22,296,central east
2020-11-22,959,regina
2020-11-22,320,south west
2020-11-22,344,south central
2020-11-22,202,south east
2020-11-22,6473,total
2020-11-23,542,far north west
2020-11-23,67,far north central
2020-11-23,164,far north east
2020-11-23,496,north west
2020-11-23,672,north central
2020-11-23,267,north east
2020-11-23,1977,saskatoon
2020-11-23,249,central west
2020-11-23,303,central east
2020-11-23,1025,regina
2020-11-23,337,south west
2020-11-23,360,south central
2020-11-23,218,south east
2020-11-23,6708,total
2020-11-24,547,far north west
2020-11-24,72,far north central
2020-11-24,178,far north east
2020-11-24,511,north west
2020-11-24,680,north central
2020-11-24,271,north east
2020-11-24,2005,saskatoon
2020-11-24,258,central west
2020-11-24,305,central east
2020-11-24,1095,regina
2020-11-24,340,south west
2020-11-24,369,south central
2020-11-24,222,south east
2020-11-24,6883,total
2020-11-25,554,far north west
2020-11-25,75,far north central
2020-11-25,186,far north east
2020-11-25,512,north west
2020-11-25,690,north central
2020-11-25,276,north east
2020-11-25,2042,saskatoon
2020-11-25,258,central west
2020-11-25,308,central east
2020-11-25,1164,regina
2020-11-25,349,south west
2020-11-25,371,south central
2020-11-25,231,south east
2020-11-25,7047,total
2020-11-26,567,far north west
2020-11-26,79,far north central
2020-11-26,202,far north east
2020-11-26,542,north west
2020-11-26,729,north central
2020-11-26,279,north east
2020-11-26,2170,saskatoon
2020-11-26,262,central west
2020-11-26,314,central east
2020-11-26,1212,regina
2020-11-26,356,south west
2020-11-26,383,south central
2020-11-26,239,south east
2020-11-26,7362,total
2020-11-27,575,far north west
2020-11-27,79,far north central
2020-11-27,206,far north east
2020-11-27,565,north west
2020-11-27,754,north central
2020-11-27,280,north east
2020-11-27,2328,saskatoon
2020-11-27,268,central west
2020-11-27,325,central east
2020-11-27,1273,regina
2020-11-27,372,south west
2020-11-27,384,south central
